Wind speed [m/s],P_potential_kW
3.3,32.0
3.2,32.0
2.9,32.0
2.6,32.0
2.6,32.0
2.4,32.0
2.1,32.0
1.8,32.0
1.7,32.0
0.5,32.0
1.4,32.0
1.0,32.0
1.0,32.0
1.2,32.0
1.3,32.0
1.3,32.0
1.1,32.0
1.1,32.0
0.9,32.0
0.9,32.0
1.0,32.0
1.3,32.0
1.7,32.0
1.8,32.0
2.1,32.0
2.2,32.0
2.1,32.0
2.5,32.0
2.2,32.0
2.4,32.0
2.3,32.0
2.6,32.0
2.5,32.0
2.6,32.0
2.3,32.0
2.3,32.0
2.5,32.0
3.1,32.0
3.4,32.0
3.4,32.0
2.7,32.0
3.6,37.60000000000001
3.7,43.20000000000001
3.8,48.79999999999999
3.0,32.0
3.5,32.0
3.6,37.60000000000001
4.0,60.0
3.4,32.0
2.9,32.0
3.2,32.0
4.3,86.99999999999999
4.0,60.0
4.2,78.00000000000001
4.0,60.0
4.2,78.00000000000001
5.0,150.0
5.7,242.40000000000003
5.5,214.0
4.0,60.0
4.5,105.0
4.2,78.00000000000001
4.8,132.0
4.9,141.00000000000003
4.5,105.0
4.2,78.00000000000001
3.6,37.60000000000001
4.2,78.00000000000001
5.0,150.0
4.4,96.00000000000003
4.0,60.0
3.9,54.39999999999999
4.2,78.00000000000001
4.4,96.00000000000003
4.7,123.00000000000001
3.6,37.60000000000001
4.6,113.99999999999997
3.1,32.0
4.4,96.00000000000003
3.3,32.0
4.4,96.00000000000003
4.2,78.00000000000001
4.2,78.00000000000001
4.2,78.00000000000001
4.4,96.00000000000003
3.8,48.79999999999999
5.0,150.0
4.4,96.00000000000003
4.4,96.00000000000003
4.9,141.00000000000003
4.6,113.99999999999997
3.4,32.0
3.1,32.0
4.1,68.99999999999997
3.8,48.79999999999999
3.8,48.79999999999999
3.5,32.0
3.5,32.0
3.5,32.0
3.4,32.0
3.6,37.60000000000001
1.9,32.0
2.0,32.0
2.6,32.0
2.1,32.0
2.3,32.0
2.7,32.0
2.5,32.0
2.9,32.0
3.5,32.0
3.2,32.0
3.2,32.0
3.0,32.0
3.4,32.0
3.4,32.0
3.2,32.0
3.8,48.79999999999999
4.2,78.00000000000001
5.0,150.0
4.7,123.00000000000001
4.4,96.00000000000003
4.1,68.99999999999997
3.7,43.20000000000001
3.4,32.0
3.6,37.60000000000001
3.8,48.79999999999999
3.9,54.39999999999999
3.7,43.20000000000001
3.8,48.79999999999999
3.7,43.20000000000001
3.6,37.60000000000001
3.5,32.0
3.5,32.0
3.3,32.0
3.0,32.0
2.9,32.0
2.6,32.0
2.7,32.0
2.9,32.0
2.5,32.0
2.4,32.0
2.4,32.0
2.4,32.0
2.5,32.0
2.4,32.0
2.6,32.0
2.6,32.0
2.6,32.0
2.6,32.0
2.4,32.0
2.2,32.0
2.3,32.0
2.5,32.0
2.8,32.0
2.5,32.0
2.3,32.0
2.4,32.0
2.5,32.0
2.5,32.0
2.3,32.0
2.1,32.0
1.9,32.0
1.8,32.0
2.1,32.0
2.1,32.0
2.1,32.0
2.1,32.0
2.1,32.0
2.2,32.0
2.3,32.0
2.6,32.0
2.6,32.0
2.9,32.0
2.7,32.0
3.3,32.0
3.2,32.0
3.0,32.0
2.6,32.0
2.6,32.0
3.2,32.0
2.7,32.0
2.7,32.0
3.3,32.0
3.1,32.0
2.0,32.0
3.2,32.0
2.7,32.0
3.2,32.0
3.5,32.0
2.1,32.0
3.4,32.0
3.4,32.0
3.3,32.0
2.2,32.0
2.1,32.0
2.5,32.0
3.0,32.0
4.3,86.99999999999999
2.5,32.0
3.3,32.0
3.2,32.0
2.6,32.0
1.3,32.0
2.8,32.0
4.7,123.00000000000001
3.6,37.60000000000001
3.0,32.0
4.2,78.00000000000001
4.4,96.00000000000003
3.9,54.39999999999999
3.5,32.0
3.5,32.0
4.0,60.0
3.9,54.39999999999999
4.2,78.00000000000001
2.5,32.0
3.7,43.20000000000001
2.8,32.0
2.9,32.0
3.1,32.0
3.9,54.39999999999999
4.3,86.99999999999999
4.5,105.0
5.0,150.0
4.4,96.00000000000003
4.7,123.00000000000001
3.4,32.0
2.7,32.0
3.6,37.60000000000001
4.4,96.00000000000003
3.3,32.0
5.8,256.59999999999997
5.8,256.59999999999997
5.5,214.0
5.3,188.39999999999998
4.8,132.0
5.0,150.0
4.3,86.99999999999999
4.0,60.0
4.5,105.0
4.9,141.00000000000003
4.3,86.99999999999999
5.1,162.79999999999995
5.2,175.60000000000002
5.6,228.19999999999996
6.1,300.79999999999995
6.1,300.79999999999995
6.1,300.79999999999995
6.6,382.19999999999993
7.1,479.9999999999999
7.3,530.0
6.8,418.59999999999997
6.6,382.19999999999993
6.7,400.40000000000003
6.5,364.0
6.7,400.40000000000003
6.9,436.80000000000007
7.2,505.00000000000006
7.1,479.9999999999999
7.1,479.9999999999999
7.1,479.9999999999999
7.0,455.0
7.0,455.0
7.1,479.9999999999999
7.2,505.00000000000006
7.4,555.0000000000001
7.3,530.0
7.5,580.0
7.7,628.4000000000001
7.7,628.4000000000001
8.0,701.0
7.9,676.8000000000001
7.8,652.5999999999999
7.7,628.4000000000001
7.8,652.5999999999999
8.0,701.0
8.0,701.0
8.2,761.3999999999997
8.1,731.1999999999999
8.4,821.8000000000001
8.7,908.3999999999997
8.5,852.0
8.1,731.1999999999999
8.0,701.0
7.9,676.8000000000001
8.0,701.0
8.1,731.1999999999999
8.5,852.0
8.3,791.6000000000003
8.3,791.6000000000003
8.7,908.3999999999997
8.7,908.3999999999997
8.6,880.1999999999999
8.7,908.3999999999997
8.6,880.1999999999999
8.7,908.3999999999997
8.3,791.6000000000003
8.1,731.1999999999999
8.3,791.6000000000003
8.0,701.0
7.8,652.5999999999999
7.7,628.4000000000001
8.0,701.0
7.3,530.0
6.5,364.0
6.5,364.0
5.2,175.60000000000002
5.1,162.79999999999995
5.6,228.19999999999996
5.6,228.19999999999996
5.8,256.59999999999997
5.6,228.19999999999996
6.0,285.0
6.0,285.0
6.2,316.6
6.5,364.0
6.9,436.80000000000007
6.1,300.79999999999995
7.5,580.0
7.3,530.0
6.6,382.19999999999993
6.0,285.0
7.3,530.0
6.6,382.19999999999993
6.8,418.59999999999997
6.2,316.6
6.5,364.0
7.7,628.4000000000001
6.8,418.59999999999997
7.2,505.00000000000006
7.8,652.5999999999999
7.4,555.0000000000001
7.5,580.0
8.1,731.1999999999999
8.1,731.1999999999999
7.7,628.4000000000001
9.0,993.0
7.4,555.0000000000001
8.0,701.0
8.5,852.0
8.1,731.1999999999999
8.5,852.0
8.6,880.1999999999999
8.2,761.3999999999997
7.7,628.4000000000001
8.3,791.6000000000003
8.0,701.0
8.0,701.0
7.9,676.8000000000001
8.3,791.6000000000003
7.9,676.8000000000001
7.4,555.0000000000001
8.1,731.1999999999999
7.3,530.0
7.5,580.0
7.3,530.0
7.7,628.4000000000001
7.5,580.0
8.2,761.3999999999997
8.3,791.6000000000003
9.0,993.0
7.8,652.5999999999999
9.0,993.0
8.7,908.3999999999997
7.6,604.1999999999999
8.2,761.3999999999997
8.6,880.1999999999999
8.0,701.0
8.5,852.0
8.4,821.8000000000001
8.5,852.0
8.5,852.0
8.5,852.0
7.8,652.5999999999999
8.3,791.6000000000003
8.6,880.1999999999999
8.4,821.8000000000001
8.0,701.0
7.7,628.4000000000001
7.5,580.0
7.5,580.0
7.3,530.0
7.3,530.0
7.0,455.0
6.8,418.59999999999997
6.6,382.19999999999993
6.9,436.80000000000007
7.3,530.0
6.6,382.19999999999993
5.6,228.19999999999996
5.8,256.59999999999997
6.2,316.6
6.2,316.6
6.0,285.0
5.8,256.59999999999997
5.6,228.19999999999996
4.9,141.00000000000003
5.0,150.0
5.1,162.79999999999995
5.7,242.40000000000003
5.5,214.0
5.4,201.20000000000005
5.4,201.20000000000005
5.2,175.60000000000002
5.0,150.0
5.0,150.0
4.9,141.00000000000003
4.8,132.0
4.7,123.00000000000001
4.7,123.00000000000001
4.3,86.99999999999999
4.7,123.00000000000001
4.6,113.99999999999997
4.9,141.00000000000003
4.8,132.0
4.7,123.00000000000001
4.9,141.00000000000003
4.6,113.99999999999997
4.3,86.99999999999999
4.2,78.00000000000001
4.2,78.00000000000001
4.5,105.0
4.1,68.99999999999997
4.2,78.00000000000001
4.0,60.0
3.7,43.20000000000001
3.8,48.79999999999999
3.8,48.79999999999999
3.8,48.79999999999999
3.6,37.60000000000001
3.4,32.0
3.2,32.0
3.5,32.0
3.7,43.20000000000001
3.9,54.39999999999999
4.1,68.99999999999997
4.0,60.0
4.2,78.00000000000001
4.0,60.0
3.9,54.39999999999999
4.2,78.00000000000001
4.3,86.99999999999999
4.6,113.99999999999997
4.7,123.00000000000001
4.8,132.0
4.9,141.00000000000003
4.9,141.00000000000003
4.6,113.99999999999997
5.1,162.79999999999995
5.2,175.60000000000002
5.4,201.20000000000005
5.6,228.19999999999996
5.2,175.60000000000002
5.2,175.60000000000002
5.0,150.0
4.3,86.99999999999999
4.6,113.99999999999997
4.9,141.00000000000003
4.7,123.00000000000001
4.9,141.00000000000003
4.9,141.00000000000003
5.6,228.19999999999996
5.5,214.0
5.9,270.80000000000007
5.7,242.40000000000003
5.6,228.19999999999996
5.5,214.0
5.4,201.20000000000005
4.7,123.00000000000001
5.0,150.0
4.5,105.0
4.5,105.0
4.4,96.00000000000003
4.6,113.99999999999997
5.4,201.20000000000005
5.1,162.79999999999995
4.4,96.00000000000003
4.7,123.00000000000001
4.5,105.0
5.0,150.0
4.6,113.99999999999997
4.6,113.99999999999997
4.6,113.99999999999997
4.8,132.0
5.1,162.79999999999995
5.4,201.20000000000005
5.0,150.0
4.3,86.99999999999999
4.9,141.00000000000003
5.3,188.39999999999998
5.4,201.20000000000005
5.4,201.20000000000005
4.9,141.00000000000003
4.6,113.99999999999997
4.7,123.00000000000001
4.7,123.00000000000001
4.0,60.0
4.2,78.00000000000001
3.6,37.60000000000001
3.5,32.0
2.5,32.0
1.8,32.0
5.1,162.79999999999995
5.7,242.40000000000003
5.3,188.39999999999998
5.2,175.60000000000002
5.2,175.60000000000002
5.4,201.20000000000005
5.1,162.79999999999995
4.3,86.99999999999999
4.8,132.0
4.8,132.0
4.3,86.99999999999999
4.1,68.99999999999997
4.4,96.00000000000003
4.0,60.0
4.5,105.0
4.3,86.99999999999999
3.6,37.60000000000001
4.4,96.00000000000003
4.6,113.99999999999997
4.8,132.0
5.2,175.60000000000002
5.5,214.0
5.5,214.0
5.3,188.39999999999998
5.2,175.60000000000002
5.4,201.20000000000005
5.6,228.19999999999996
5.4,201.20000000000005
5.8,256.59999999999997
5.4,201.20000000000005
5.2,175.60000000000002
5.3,188.39999999999998
4.9,141.00000000000003
4.7,123.00000000000001
4.9,141.00000000000003
5.7,242.40000000000003
5.9,270.80000000000007
5.8,256.59999999999997
6.0,285.0
6.0,285.0
5.6,228.19999999999996
5.7,242.40000000000003
6.1,300.79999999999995
6.8,418.59999999999997
6.7,400.40000000000003
6.8,418.59999999999997
6.8,418.59999999999997
6.7,400.40000000000003
6.6,382.19999999999993
6.2,316.6
6.4,348.20000000000005
6.7,400.40000000000003
6.8,418.59999999999997
7.1,479.9999999999999
7.4,555.0000000000001
7.5,580.0
7.3,530.0
7.0,455.0
6.5,364.0
6.7,400.40000000000003
7.3,530.0
7.3,530.0
7.2,505.00000000000006
6.7,400.40000000000003
7.1,479.9999999999999
7.7,628.4000000000001
8.0,701.0
8.1,731.1999999999999
8.0,701.0
8.0,701.0
7.6,604.1999999999999
7.7,628.4000000000001
8.8,936.6000000000001
8.3,791.6000000000003
8.2,761.3999999999997
8.2,761.3999999999997
7.4,555.0000000000001
7.0,455.0
7.5,580.0
8.2,761.3999999999997
8.6,880.1999999999999
8.4,821.8000000000001
7.5,580.0
6.7,400.40000000000003
7.1,479.9999999999999
6.8,418.59999999999997
6.0,285.0
6.1,300.79999999999995
5.8,256.59999999999997
5.4,201.20000000000005
5.2,175.60000000000002
5.5,214.0
5.2,175.60000000000002
5.8,256.59999999999997
6.3,332.4
6.4,348.20000000000005
5.8,256.59999999999997
5.8,256.59999999999997
6.3,332.4
7.0,455.0
7.6,604.1999999999999
7.7,628.4000000000001
7.1,479.9999999999999
7.3,530.0
7.5,580.0
7.6,604.1999999999999
7.8,652.5999999999999
8.0,701.0
7.0,455.0
7.3,530.0
7.1,479.9999999999999
7.4,555.0000000000001
8.3,791.6000000000003
8.3,791.6000000000003
8.6,880.1999999999999
8.2,761.3999999999997
7.7,628.4000000000001
8.5,852.0
8.3,791.6000000000003
7.5,580.0
8.3,791.6000000000003
8.0,701.0
7.0,455.0
7.7,628.4000000000001
7.4,555.0000000000001
7.5,580.0
7.0,455.0
6.7,400.40000000000003
6.5,364.0
7.2,505.00000000000006
6.2,316.6
6.7,400.40000000000003
6.7,400.40000000000003
7.0,455.0
7.0,455.0
6.8,418.59999999999997
6.6,382.19999999999993
6.4,348.20000000000005
6.6,382.19999999999993
6.2,316.6
7.3,530.0
6.4,348.20000000000005
6.5,364.0
6.6,382.19999999999993
7.0,455.0
7.2,505.00000000000006
6.9,436.80000000000007
6.5,364.0
6.6,382.19999999999993
6.6,382.19999999999993
7.1,479.9999999999999
8.5,852.0
6.8,418.59999999999997
6.8,418.59999999999997
6.8,418.59999999999997
6.7,400.40000000000003
8.1,731.1999999999999
7.4,555.0000000000001
6.0,285.0
6.0,285.0
6.4,348.20000000000005
5.7,242.40000000000003
5.7,242.40000000000003
6.2,316.6
6.4,348.20000000000005
6.4,348.20000000000005
6.1,300.79999999999995
6.4,348.20000000000005
5.2,175.60000000000002
5.2,175.60000000000002
5.3,188.39999999999998
5.7,242.40000000000003
4.4,96.00000000000003
4.1,68.99999999999997
3.7,43.20000000000001
3.9,54.39999999999999
3.9,54.39999999999999
4.1,68.99999999999997
4.1,68.99999999999997
4.3,86.99999999999999
4.7,123.00000000000001
4.8,132.0
5.1,162.79999999999995
5.2,175.60000000000002
4.9,141.00000000000003
4.8,132.0
4.9,141.00000000000003
4.9,141.00000000000003
5.3,188.39999999999998
5.4,201.20000000000005
5.2,175.60000000000002
4.9,141.00000000000003
4.8,132.0
4.8,132.0
4.7,123.00000000000001
4.5,105.0
4.4,96.00000000000003
4.6,113.99999999999997
4.5,105.0
4.5,105.0
4.8,132.0
4.5,105.0
4.4,96.00000000000003
4.4,96.00000000000003
4.2,78.00000000000001
4.2,78.00000000000001
3.7,43.20000000000001
3.4,32.0
3.5,32.0
3.8,48.79999999999999
3.4,32.0
3.4,32.0
3.0,32.0
3.1,32.0
3.1,32.0
2.8,32.0
3.0,32.0
3.2,32.0
2.9,32.0
2.9,32.0
3.1,32.0
3.3,32.0
3.4,32.0
3.1,32.0
3.2,32.0
3.7,43.20000000000001
3.8,48.79999999999999
3.7,43.20000000000001
3.4,32.0
3.0,32.0
2.5,32.0
2.2,32.0
1.9,32.0
1.2,32.0
1.4,32.0
1.1,32.0
1.4,32.0
2.0,32.0
1.5,32.0
2.1,32.0
1.4,32.0
1.8,32.0
1.7,32.0
1.6,32.0
2.0,32.0
2.1,32.0
2.4,32.0
2.8,32.0
2.7,32.0
2.0,32.0
1.9,32.0
2.5,32.0
2.3,32.0
2.9,32.0
2.9,32.0
2.4,32.0
2.2,32.0
3.3,32.0
2.5,32.0
3.2,32.0
2.6,32.0
3.9,54.39999999999999
3.0,32.0
3.8,48.79999999999999
3.8,48.79999999999999
3.8,48.79999999999999
3.9,54.39999999999999
4.0,60.0
4.1,68.99999999999997
4.8,132.0
4.3,86.99999999999999
4.2,78.00000000000001
4.4,96.00000000000003
4.7,123.00000000000001
4.8,132.0
4.9,141.00000000000003
4.9,141.00000000000003
4.9,141.00000000000003
5.1,162.79999999999995
4.9,141.00000000000003
5.1,162.79999999999995
4.6,113.99999999999997
5.0,150.0
4.3,86.99999999999999
3.9,54.39999999999999
4.8,132.0
3.8,48.79999999999999
4.7,123.00000000000001
4.4,96.00000000000003
4.3,86.99999999999999
5.0,150.0
4.9,141.00000000000003
5.3,188.39999999999998
5.0,150.0
5.0,150.0
4.9,141.00000000000003
5.7,242.40000000000003
5.6,228.19999999999996
5.5,214.0
4.8,132.0
5.3,188.39999999999998
5.5,214.0
4.9,141.00000000000003
4.8,132.0
4.5,105.0
4.4,96.00000000000003
5.6,228.19999999999996
5.2,175.60000000000002
5.3,188.39999999999998
5.5,214.0
5.9,270.80000000000007
5.1,162.79999999999995
5.1,162.79999999999995
4.6,113.99999999999997
4.9,141.00000000000003
4.8,132.0
5.1,162.79999999999995
5.1,162.79999999999995
5.6,228.19999999999996
6.0,285.0
5.8,256.59999999999997
6.3,332.4
6.6,382.19999999999993
6.8,418.59999999999997
6.5,364.0
6.7,400.40000000000003
6.5,364.0
6.4,348.20000000000005
6.5,364.0
6.2,316.6
5.9,270.80000000000007
5.6,228.19999999999996
5.8,256.59999999999997
5.6,228.19999999999996
5.8,256.59999999999997
5.6,228.19999999999996
5.2,175.60000000000002
5.3,188.39999999999998
5.2,175.60000000000002
4.5,105.0
4.5,105.0
4.6,113.99999999999997
3.9,54.39999999999999
3.3,32.0
3.4,32.0
3.5,32.0
4.2,78.00000000000001
3.8,48.79999999999999
3.8,48.79999999999999
4.0,60.0
4.0,60.0
4.3,86.99999999999999
4.4,96.00000000000003
4.4,96.00000000000003
4.6,113.99999999999997
4.8,132.0
4.5,105.0
4.3,86.99999999999999
4.5,105.0
4.9,141.00000000000003
5.1,162.79999999999995
5.4,201.20000000000005
5.6,228.19999999999996
5.6,228.19999999999996
5.8,256.59999999999997
6.2,316.6
5.8,256.59999999999997
6.4,348.20000000000005
6.4,348.20000000000005
6.3,332.4
6.5,364.0
6.3,332.4
6.2,316.6
6.0,285.0
6.0,285.0
5.9,270.80000000000007
5.5,214.0
5.2,175.60000000000002
5.2,175.60000000000002
4.6,113.99999999999997
4.8,132.0
5.0,150.0
4.3,86.99999999999999
4.4,96.00000000000003
4.3,86.99999999999999
4.2,78.00000000000001
4.3,86.99999999999999
4.3,86.99999999999999
4.5,105.0
3.8,48.79999999999999
4.1,68.99999999999997
3.7,43.20000000000001
3.7,43.20000000000001
3.2,32.0
3.0,32.0
2.6,32.0
2.6,32.0
2.4,32.0
2.4,32.0
2.6,32.0
2.6,32.0
2.2,32.0
1.8,32.0
1.8,32.0
1.8,32.0
1.9,32.0
1.8,32.0
1.7,32.0
1.1,32.0
1.3,32.0
0.9,32.0
1.0,32.0
1.2,32.0
1.3,32.0
1.2,32.0
1.4,32.0
1.5,32.0
1.3,32.0
1.3,32.0
0.8,32.0
0.7,32.0
0.3,32.0
0.5,32.0
0.1,32.0
0.4,32.0
0.1,32.0
0.8,32.0
0.9,32.0
1.2,32.0
1.6,32.0
1.6,32.0
1.4,32.0
1.4,32.0
1.6,32.0
1.6,32.0
1.3,32.0
0.9,32.0
0.6,32.0
1.0,32.0
1.0,32.0
1.3,32.0
1.5,32.0
1.6,32.0
1.6,32.0
1.7,32.0
1.5,32.0
1.7,32.0
2.1,32.0
2.3,32.0
2.8,32.0
3.2,32.0
3.1,32.0
3.2,32.0
3.6,37.60000000000001
3.6,37.60000000000001
3.3,32.0
3.8,48.79999999999999
4.0,60.0
4.0,60.0
4.5,105.0
4.8,132.0
4.7,123.00000000000001
5.0,150.0
4.5,105.0
4.1,68.99999999999997
3.3,32.0
3.5,32.0
3.6,37.60000000000001
4.0,60.0
4.1,68.99999999999997
4.3,86.99999999999999
4.5,105.0
4.7,123.00000000000001
4.8,132.0
5.0,150.0
4.3,86.99999999999999
4.4,96.00000000000003
4.7,123.00000000000001
4.3,86.99999999999999
4.1,68.99999999999997
4.2,78.00000000000001
4.2,78.00000000000001
4.0,60.0
4.4,96.00000000000003
4.4,96.00000000000003
4.7,123.00000000000001
4.5,105.0
4.7,123.00000000000001
4.7,123.00000000000001
4.7,123.00000000000001
4.9,141.00000000000003
4.7,123.00000000000001
4.6,113.99999999999997
4.6,113.99999999999997
4.3,86.99999999999999
4.2,78.00000000000001
4.6,113.99999999999997
4.6,113.99999999999997
5.1,162.79999999999995
5.3,188.39999999999998
5.6,228.19999999999996
5.2,175.60000000000002
5.8,256.59999999999997
5.7,242.40000000000003
6.0,285.0
5.9,270.80000000000007
5.8,256.59999999999997
5.8,256.59999999999997
5.7,242.40000000000003
5.4,201.20000000000005
5.7,242.40000000000003
5.2,175.60000000000002
5.1,162.79999999999995
4.9,141.00000000000003
4.8,132.0
4.5,105.0
3.8,48.79999999999999
3.4,32.0
3.0,32.0
3.4,32.0
3.6,37.60000000000001
3.7,43.20000000000001
3.1,32.0
3.3,32.0
3.3,32.0
3.1,32.0
3.2,32.0
3.0,32.0
3.1,32.0
3.4,32.0
3.6,37.60000000000001
3.7,43.20000000000001
3.5,32.0
3.5,32.0
3.8,48.79999999999999
3.9,54.39999999999999
4.2,78.00000000000001
4.2,78.00000000000001
4.8,132.0
5.2,175.60000000000002
5.5,214.0
5.1,162.79999999999995
4.9,141.00000000000003
4.4,96.00000000000003
4.4,96.00000000000003
3.8,48.79999999999999
3.7,43.20000000000001
4.1,68.99999999999997
4.6,113.99999999999997
5.3,188.39999999999998
5.2,175.60000000000002
4.6,113.99999999999997
4.8,132.0
5.6,228.19999999999996
5.6,228.19999999999996
4.4,96.00000000000003
6.1,300.79999999999995
5.5,214.0
4.3,86.99999999999999
4.5,105.0
3.5,32.0
3.2,32.0
3.1,32.0
3.5,32.0
3.5,32.0
3.8,48.79999999999999
3.1,32.0
4.0,60.0
3.8,48.79999999999999
3.8,48.79999999999999
4.1,68.99999999999997
4.5,105.0
4.0,60.0
4.2,78.00000000000001
3.9,54.39999999999999
4.1,68.99999999999997
4.6,113.99999999999997
4.8,132.0
4.0,60.0
4.4,96.00000000000003
5.2,175.60000000000002
3.7,43.20000000000001
4.9,141.00000000000003
4.6,113.99999999999997
5.0,150.0
3.9,54.39999999999999
5.4,201.20000000000005
5.2,175.60000000000002
5.1,162.79999999999995
5.5,214.0
4.7,123.00000000000001
4.7,123.00000000000001
4.9,141.00000000000003
5.0,150.0
4.9,141.00000000000003
5.1,162.79999999999995
4.8,132.0
6.1,300.79999999999995
6.0,285.0
6.5,364.0
6.3,332.4
5.5,214.0
5.1,162.79999999999995
4.9,141.00000000000003
5.1,162.79999999999995
4.3,86.99999999999999
4.3,86.99999999999999
4.7,123.00000000000001
4.9,141.00000000000003
5.0,150.0
5.3,188.39999999999998
5.3,188.39999999999998
5.3,188.39999999999998
5.3,188.39999999999998
5.5,214.0
5.4,201.20000000000005
5.6,228.19999999999996
5.6,228.19999999999996
6.0,285.0
5.4,201.20000000000005
5.1,162.79999999999995
4.8,132.0
4.5,105.0
4.5,105.0
5.2,175.60000000000002
4.8,132.0
4.5,105.0
4.9,141.00000000000003
5.3,188.39999999999998
4.9,141.00000000000003
4.9,141.00000000000003
4.1,68.99999999999997
4.2,78.00000000000001
4.1,68.99999999999997
3.9,54.39999999999999
3.7,43.20000000000001
3.4,32.0
3.0,32.0
3.1,32.0
3.9,54.39999999999999
3.3,32.0
3.8,48.79999999999999
4.1,68.99999999999997
3.6,37.60000000000001
3.1,32.0
3.4,32.0
3.6,37.60000000000001
3.8,48.79999999999999
3.0,32.0
2.9,32.0
3.3,32.0
3.0,32.0
3.0,32.0
3.0,32.0
3.5,32.0
4.1,68.99999999999997
5.1,162.79999999999995
5.5,214.0
5.3,188.39999999999998
5.0,150.0
4.8,132.0
4.7,123.00000000000001
5.0,150.0
5.6,228.19999999999996
5.0,150.0
4.6,113.99999999999997
4.6,113.99999999999997
3.4,32.0
3.1,32.0
3.9,54.39999999999999
3.8,48.79999999999999
3.8,48.79999999999999
3.1,32.0
3.6,37.60000000000001
2.9,32.0
2.8,32.0
3.7,43.20000000000001
3.4,32.0
3.5,32.0
3.5,32.0
4.6,113.99999999999997
5.3,188.39999999999998
5.3,188.39999999999998
4.8,132.0
5.0,150.0
5.5,214.0
6.0,285.0
6.4,348.20000000000005
5.7,242.40000000000003
5.6,228.19999999999996
5.2,175.60000000000002
5.1,162.79999999999995
6.3,332.4
6.8,418.59999999999997
7.4,555.0000000000001
7.9,676.8000000000001
6.6,382.19999999999993
6.1,300.79999999999995
5.8,256.59999999999997
5.3,188.39999999999998
5.2,175.60000000000002
5.8,256.59999999999997
5.3,188.39999999999998
4.8,132.0
6.9,436.80000000000007
5.4,201.20000000000005
4.5,105.0
8.1,731.1999999999999
8.9,964.8000000000001
6.8,418.59999999999997
8.6,880.1999999999999
7.8,652.5999999999999
7.6,604.1999999999999
7.8,652.5999999999999
8.0,701.0
8.6,880.1999999999999
5.5,214.0
6.2,316.6
8.1,731.1999999999999
8.4,821.8000000000001
7.8,652.5999999999999
6.1,300.79999999999995
7.7,628.4000000000001
6.2,316.6
6.4,348.20000000000005
6.2,316.6
6.6,382.19999999999993
6.9,436.80000000000007
6.3,332.4
6.3,332.4
6.3,332.4
6.5,364.0
6.1,300.79999999999995
5.7,242.40000000000003
6.2,316.6
5.3,188.39999999999998
5.1,162.79999999999995
4.4,96.00000000000003
4.7,123.00000000000001
4.9,141.00000000000003
4.7,123.00000000000001
4.1,68.99999999999997
4.2,78.00000000000001
4.3,86.99999999999999
4.5,105.0
4.2,78.00000000000001
3.9,54.39999999999999
4.1,68.99999999999997
3.7,43.20000000000001
3.3,32.0
2.8,32.0
2.2,32.0
1.6,32.0
1.7,32.0
1.6,32.0
1.0,32.0
1.1,32.0
1.0,32.0
0.5,32.0
0.7,32.0
1.0,32.0
1.3,32.0
1.4,32.0
1.5,32.0
1.8,32.0
1.9,32.0
1.7,32.0
1.8,32.0
1.7,32.0
1.7,32.0
1.9,32.0
2.1,32.0
2.5,32.0
2.1,32.0
2.6,32.0
2.9,32.0
3.3,32.0
3.0,32.0
3.0,32.0
3.0,32.0
3.0,32.0
3.3,32.0
2.8,32.0
2.1,32.0
2.4,32.0
2.3,32.0
2.6,32.0
2.3,32.0
2.2,32.0
1.4,32.0
1.3,32.0
2.1,32.0
1.4,32.0
1.1,32.0
1.2,32.0
1.5,32.0
1.3,32.0
1.2,32.0
0.9,32.0
0.9,32.0
1.2,32.0
1.8,32.0
2.0,32.0
2.0,32.0
1.9,32.0
2.3,32.0
2.9,32.0
3.2,32.0
3.1,32.0
3.3,32.0
3.3,32.0
2.8,32.0
2.8,32.0
2.9,32.0
2.5,32.0
3.4,32.0
2.9,32.0
2.7,32.0
3.2,32.0
3.1,32.0
2.9,32.0
3.0,32.0
3.1,32.0
3.1,32.0
3.9,54.39999999999999
3.4,32.0
3.6,37.60000000000001
4.0,60.0
3.7,43.20000000000001
4.1,68.99999999999997
3.9,54.39999999999999
4.6,113.99999999999997
4.3,86.99999999999999
4.6,113.99999999999997
4.1,68.99999999999997
4.6,113.99999999999997
5.6,228.19999999999996
4.5,105.0
4.3,86.99999999999999
4.7,123.00000000000001
5.3,188.39999999999998
5.1,162.79999999999995
5.4,201.20000000000005
4.9,141.00000000000003
3.8,48.79999999999999
4.5,105.0
4.3,86.99999999999999
4.7,123.00000000000001
3.8,48.79999999999999
3.8,48.79999999999999
5.0,150.0
4.5,105.0
3.9,54.39999999999999
3.1,32.0
2.3,32.0
4.6,113.99999999999997
3.1,32.0
5.4,201.20000000000005
4.1,68.99999999999997
2.9,32.0
4.6,113.99999999999997
3.8,48.79999999999999
2.1,32.0
4.4,96.00000000000003
6.3,332.4
5.6,228.19999999999996
4.8,132.0
4.5,105.0
3.9,54.39999999999999
5.4,201.20000000000005
4.8,132.0
4.8,132.0
4.8,132.0
4.4,96.00000000000003
3.7,43.20000000000001
4.9,141.00000000000003
5.2,175.60000000000002
4.4,96.00000000000003
5.7,242.40000000000003
4.7,123.00000000000001
4.6,113.99999999999997
4.4,96.00000000000003
4.4,96.00000000000003
4.7,123.00000000000001
4.5,105.0
4.6,113.99999999999997
