start;stop;loss;duration;mean power drop;mean_power;mean_reference_power;mean wind speed;mean temperature
2003-07-26 12:20:00;2003-07-26 19:50:00;1970.9594553149159;7.5;264.9178;0.0;264.9178;5.5429435;20.164446
