ExampleDataset Power Curve
      18.5	    2100.6
      19.0	    2100.6
      19.5	    2100.6
      20.0	    2100.6
      20.5	    2100.6
      21.0	    2100.6
      21.5	    2100.6
      22.0	    2100.6
      22.5	    2100.6
      23.0	    2100.6
      23.5	    2100.6
      24.0	    2100.6
      24.5	    2100.6
      25.0	    2100.6
      25.5	    2100.6
      26.0	    2100.6
      26.5	    2100.6
      27.0	    2100.6
      27.5	    2100.6
      28.0	    2100.6
      28.5	    2100.6
      29.0	    2100.6
      29.5	    2100.6

ExampleDataset Bin Size [n] 
          	       0.0
       0.0	       0.0
       0.5	       0.0
       1.0	       0.0
       1.5	       0.0
       2.0	       0.0
       2.5	       0.0
       3.0	       1.0
       3.5	    1039.0
       4.0	    1364.0
       4.5	    1328.0
       5.0	    1318.0
       5.5	    1327.0
       6.0	    1259.0
       6.5	    1165.0
       7.0	     937.0
       7.5	     785.0
       8.0	     653.0
       8.5	     523.0
       9.0	     433.0
       9.5	     361.0
      10.0	     311.0
      10.5	     262.0
      11.0	     242.0
      11.5	     172.0
      12.0	     104.0
      12.5	      71.0
      13.0	      68.0
      13.5	      37.0
      14.0	      27.0
      14.5	      14.0
      15.0	       8.0
      15.5	       4.0
      16.0	       2.0
      16.5	       2.0
      17.0	       0.0
      17.5	       0.0
      18.0	       0.0
      18.5	       0.0
      19.0	       0.0
      19.5	       0.0
      20.0	       0.0
      20.5	       0.0
      21.0	       0.0
      21.5	       0.0
      22.0	       0.0
      22.5	       0.0
      23.0	       0.0
      23.5	       0.0
      24.0	       0.0
      24.5	       0.0
      25.0	       0.0
      25.5	       0.0
      26.0	       0.0
      26.5	       0.0
      27.0	       0.0
      27.5	       0.0
      28.0	       0.0
      28.5	       0.0
      29.0	       0.0
      29.5	       0.0

