start;stop;loss;duration;mean power drop;mean_power;mean_reference_power;mean wind speed;mean temperature
2003-02-02 00:00:00;2003-02-10 17:20:00;9574.349565920998;209.33333333333334;45.75941;978.6035;1024.3629;9.118579;-13.459872;0.0
